pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,glat,glon
K2-90 b,K2-90,1,2,0,Transit,2016,K2,0.096000,2.600,7.27000,0.62,0.63,-0.953,-23.20116,169.54805
K2-90 c,K2-90,1,2,0,Transit,2016,K2,0.035000,1.300,2.24000,0.63,0.70,-0.968,-23.20116,169.54805
K2-91 b,K2-91,1,1,0,Transit,2016,K2,0.016400,1.100,1.37000,0.28,0.29,-1.841,-19.32486,171.03018
K2-95 b,K2-95,1,1,0,Transit,2016,K2,0.052500,3.310,11.00000,0.40,0.41,-1.635,31.59064,206.39412
K2-97 b,K2-97,1,1,0,Transit,2016,K2,0.086000,10.610,152.55840,4.47,1.20,0.919,26.99304,214.28790
K2-98 b,K2-98,1,1,0,Transit,2016,K2,0.097400,5.200,32.20000,1.57,1.20,0.504,26.13802,213.02652
K2-99 b,K2-99,1,1,0,Transit,2016,K2,0.159700,11.730,308.29510,2.63,1.63,0.961,53.97598,330.58550
KELT-1 b,KELT-1,1,1,0,Transit,2012,KELT,0.024660,12.442,8654.15000,1.46,1.32,0.542,-22.47358,112.50389
KELT-10 b,KELT-10,1,1,0,Transit,2016,KELT-South,0.052500,15.681,215.80657,1.21,1.11,0.217,-20.57244,349.65854
KELT-11 b,KELT-11,1,1,0,Transit,2017,KELT-South,0.062290,15.132,54.34893,2.69,1.44,0.744,42.60580,259.03088
KELT-12 b,KELT-12,1,1,0,Transit,2017,KELT-North,0.067080,19.952,301.93850,2.37,1.59,0.892,27.34278,62.18909
KELT-14 b,KELT-14,1,1,0,Transit,2016,KELT-South,0.030050,19.537,408.09372,1.52,1.24,0.279,-14.19423,253.62974
KELT-15 b,KELT-15,2,1,0,Transit,2016,KELT-South,0.046130,19.504,416.35730,1.78,2.06,0.412,-12.86035,265.37220
KELT-16 b,KELT-16,2,1,0,Transit,2017,KELT,0.020440,15.861,874.03250,1.36,1.21,0.401,-8.94230,75.59227
KELT-17 b,KELT-17,1,1,0,Transit,2016,KELT,0.048810,17.094,416.35730,1.65,1.64,0.876,26.27651,210.37718
KELT-18 b,KELT-18,2,1,0,Transit,2017,KELT-North,0.045500,17.598,375.03940,1.91,1.52,0.813,53.81036,102.71473
KELT-19 A b,KELT-19 A,2,1,0,Transit,2017,KELT,0.063700,21.409,1293.56810,1.83,1.62,0.978,11.13398,210.01238
KELT-2 A b,KELT-2 A,2,1,0,Transit,2012,KELT,0.054970,15.132,540.31100,1.93,1.54,0.689,5.70825,180.95024
KELT-20 b,KELT-20,1,1,0,Transit,2017,KELT-North,0.054200,19.515,1074.90106,1.57,1.76,1.104,4.62728,65.80767
KELT-21 b,KELT-21,1,1,0,Transit,2018,KELT-North,0.052240,17.777,1242.71530,1.64,1.46,0.905,-1.98650,71.48138
KELT-23 A b,KELT-23 A,2,1,0,Transit,2019,KELT-North,0.033020,14.830,298.12454,1.00,0.94,0.034,43.94313,102.28211
KELT-24 b,KELT-24,1,1,0,Transit,2019,KELT-North,0.069690,14.258,1646.35940,1.51,1.46,0.565,42.30144,135.57326
KELT-3 b,KELT-3,2,1,0,Transit,2013,KELT,0.041230,17.486,616.59020,1.70,1.96,0.625,51.38017,181.25553
KELT-4 A b,KELT-4 A,3,1,0,Transit,2016,KELT,0.043170,19.044,286.68266,1.60,1.20,0.535,57.99257,207.45808
KELT-6 b,KELT-6,1,2,0,Transit,2014,KELT,0.079390,14.572,165.27160,1.73,1.42,0.493,85.54996,85.77535
KELT-6 c,KELT-6,1,2,0,Radial Velocity,2015,Multiple Observatories,2.390000,13.000,1179.14930,1.53,1.13,0.555,85.54996,85.77535
KELT-7 b,KELT-7,1,1,0,Transit,2015,KELT,0.044150,17.934,441.78370,1.81,1.76,0.758,-3.36514,172.51277
KELT-8 b,KELT-8,1,1,0,Transit,2015,KELT,0.045500,18.159,209.76780,1.46,0.81,0.265,10.37371,54.84095
KELT-9 b,KELT-9,2,1,0,Transit,2017,KELT-North,0.034620,21.196,915.35040,2.36,2.52,1.724,0.24852,78.91292
KIC 10001893 b,KIC 10001893,1,3,0,Orbital Brightness Modulation,2014,Kepler,,,,0.18,0.47,1.431,16.58578,77.73040
KIC 10001893 c,KIC 10001893,1,3,0,Orbital Brightness Modulation,2014,Kepler,,,,0.18,0.47,1.431,16.58578,77.73040
KIC 10001893 d,KIC 10001893,1,3,0,Orbital Brightness Modulation,2014,Kepler,,,,0.18,0.47,1.431,16.58578,77.73040
KIC 10068024 b,KIC 10068024,1,1,0,Orbital Brightness Modulation,2021,Kepler,,13.400,635.65681,1.57,1.22,0.496,15.68342,78.16657
KIC 10525077 b,KIC 10525077,1,1,0,Transit,2015,Kepler,,5.500,25.90000,1.01,1.01,0.129,16.88885,78.48854
KIC 3526061 b,KIC 3526061,1,1,0,Radial Velocity,2022,McDonald Observatory,5.140000,12.100,5768.58559,5.86,1.42,1.215,14.85137,69.05636
KIC 3558849 b,KIC 3558849,1,1,0,Transit,2015,Kepler,,6.900,38.10000,1.01,0.98,0.405,7.98057,72.43389
KIC 5095269 b,KIC 5095269,2,1,0,Eclipse Timing Variations,2017,Kepler,0.800000,12.600,2445.06619,1.17,1.21,0.668,11.74680,72.33368
KIC 5437945 b,KIC 5437945,1,2,0,Transit,2015,Kepler,1.145500,6.400,33.60000,1.24,1.07,0.641,13.35484,72.03315
KIC 5479689 b,KIC 5479689,1,1,0,Orbital Brightness Modulation,2021,Kepler,,14.200,158.91420,0.89,0.97,-0.201,6.05858,75.89407
KIC 5951458 b,KIC 5951458,2,1,0,Transit,2015,Kepler,,6.600,35.40000,1.52,0.98,0.556,13.23719,72.73419
KIC 7917485 b,KIC 7917485,1,1,0,Pulsation Timing Variations,2016,Kepler,,12.400,3750.39400,2.01,1.63,0.996,7.52066,78.52715
KIC 8121913 b,KIC 8121913,1,1,0,Orbital Brightness Modulation,2021,Kepler,,13.400,667.43965,2.23,1.46,0.740,7.95154,78.59537
KIC 8540376 b,KOI-7892,1,3,0,Transit,2015,Kepler,,4.100,15.80000,1.26,1.04,0.265,19.02783,74.17444
KIC 8540376 c,KOI-7892,1,3,0,Transit,2015,Kepler,,2.400,6.35000,1.26,1.04,0.265,19.02783,74.17444
KIC 9663113 b,KIC 9663113,1,2,0,Transit,2015,Kepler,1.406200,4.600,19.20000,1.03,0.98,0.792,10.32377,80.05076
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,1,0,Microlensing,2018,KMTNet,2.200000,12.200,5700.00000,,0.48,,-1.60371,0.78471
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1,1,0,Microlensing,2023,KMTNet,2.440000,1.330,2.32000,,0.41,,1.35832,2.29896
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,1,0,Microlensing,2019,KMTNet,0.342000,13.100,1043.00000,,0.09,,1.50300,2.48555
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,1,0,Microlensing,2018,KMTNet,5.100000,12.700,2200.00000,,0.45,,-2.79425,6.32391
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,1,0,Microlensing,2018,KMTNet,1.080000,12.900,1450.00000,,0.04,,-2.06591,0.55685
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,1,0,Microlensing,2019,KMTNet,3.500000,13.300,700.00000,,0.49,,-1.94559,359.87875
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,1,0,Microlensing,2018,KMTNet,0.830000,12.200,4923.00000,,0.07,,-1.50874,0.38314
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,1,0,Microlensing,2020,KMTNet,2.630000,13.000,1250.00000,,0.50,,1.30314,0.96071
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,1,0,Microlensing,2020,KMTNet,3.640000,13.200,836.00000,,0.64,,3.13548,4.80724
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,1,0,Microlensing,2021,KMTNet,0.681000,14.000,245.04570,,0.06,,-1.60348,3.21922
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,1,0,Microlensing,2018,KMTNet,3.450000,6.450,34.00000,,0.76,,-2.04368,2.14340
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1,1,0,Microlensing,2023,KMTNet,1.810000,2.230,5.59000,,0.34,,-3.54923,2.58566
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1,1,0,Microlensing,2022,KMTNet,2.340000,13.000,1166.43025,,0.63,,-1.37183,355.11792
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,1,1,0,Microlensing,2023,KMTNet,1.380000,2.130,5.19000,,0.32,,3.14652,3.42241
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,0,Microlensing,2019,KMTNet,1.800000,13.400,640.00000,,0.37,,2.15616,3.12842
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,0,Microlensing,2019,KMTNet,1.600000,14.000,230.00000,,0.33,,-4.13618,357.56175
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,1,0,Microlensing,2023,KMTNet,1.780000,1.700,3.54000,,0.41,,-4.33653,6.62779
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,1,1,0,Microlensing,2021,KMTNet,2.140000,13.400,664.26137,,0.46,,1.98680,1.85329
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,0,Microlensing,2020,KMTNet,4.270000,2.670,7.59000,,1.14,,1.94743,359.90973
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1,1,0,Microlensing,2022,KMTNet,4.390000,13.600,460.85119,,0.51,,1.88177,359.88389
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,1,1,0,Microlensing,2022,KMTNet,0.870000,10.100,73.10053,,0.10,,2.13546,359.97133
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,1,1,0,Microlensing,2022,KMTNet,2.460000,13.400,670.61794,,0.29,,2.32524,0.65841
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,1,0,Microlensing,2020,KMTNet,0.620000,9.010,60.00000,,0.09,,-1.97440,359.19193
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,1,0,Microlensing,2021,KMTNet,1.305000,2.340,6.05900,,0.22,,-2.08247,2.46055
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,0,Microlensing,2020,KMTNet,6.030000,12.900,1400.00000,,1.09,,-0.28464,354.76443
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,0,Microlensing,2021,KMTNet,1.449000,10.500,77.86796,,0.19,,-4.79210,5.69405
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,0,Microlensing,2021,KMTNet,3.540000,13.300,705.57906,,0.65,,-3.48341,354.19802
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,0,Microlensing,2022,KMTNet,3.090000,2.220,5.56000,,0.47,,-2.68573,353.83159
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,1,0,Microlensing,2019,KMTNet,0.763000,12.900,111.00000,,0.09,,1.91343,6.76186
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,1,0,Microlensing,2021,KMTNet,4.270000,13.700,346.43296,,0.69,,1.38194,6.29904
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,1,0,Microlensing,2022,KMTNet,3.810000,13.700,365.50267,,0.66,,2.83140,6.42330
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,1,0,Microlensing,2022,KMTNet,3.100000,2.990,9.20000,,0.70,,-1.42905,0.12563
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1,1,0,Microlensing,2023,KMTNet,5.670000,13.400,575.26942,,0.70,,1.82651,0.39585
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1,1,0,Microlensing,2021,KMTNet,0.790000,12.600,2447.27873,,0.09,,-2.81154,358.63014
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,1,0,Microlensing,2022,KMTNet,1.160000,12.900,1452.47582,,0.74,,1.70909,7.17935
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,0,Microlensing,2020,KMTNet,3.310000,3.190,10.28000,,0.76,,-2.01831,0.11105
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1,1,0,Microlensing,2022,KMTNet,1.100000,4.060,15.50000,,0.28,,-2.07668,1.53767
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1,1,0,Microlensing,2022,KMTNet,1.700000,9.050,60.38740,,0.30,,-2.45660,3.01617
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,1,0,Microlensing,2023,KMTNet,2.440000,5.980,29.87587,,0.39,,-4.68579,355.57030
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,0,Microlensing,2020,KMTNet,2.150000,13.700,397.00000,,0.48,,2.25989,2.55867
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,1,0,Microlensing,2023,KMTNet,1.700000,1.850,4.08000,,0.25,,-4.99338,1.92632
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,1,0,Microlensing,2022,KMTNet,2.600000,13.000,1287.20505,,0.79,,-1.71979,2.61115
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,1,0,Microlensing,2021,KMTNet,3.320000,13.200,813.64072,,0.61,,-2.91396,1.89895
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,1,0,Microlensing,2023,KMTNet,3.020000,2.000,4.67000,,0.74,,-3.35396,1.41436
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,1,0,Microlensing,2020,KMTNet,,14.100,200.00000,,0.31,,-1.67021,1.84965
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,1,0,Microlensing,2023,KMTNet,1.850000,13.700,368.68095,,0.34,,-4.59238,357.07727
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,1,0,Microlensing,2022,KMTNet,2.000000,11.400,88.99195,,0.47,,-1.33358,0.23449
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,2,0,Microlensing,2021,KMTNet,1.260000,0.997,0.96000,,0.26,,-3.95413,2.81609
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1,2,0,Microlensing,2021,KMTNet,0.120000,12.200,4894.55747,,0.26,,-3.95413,2.81609
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,1,0,Microlensing,2022,KMTNet,2.920000,12.800,1754.41281,,0.56,,-6.15518,2.57210
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,1,0,Microlensing,2022,KMTNet,3.500000,3.350,11.20000,,0.78,,-2.71306,0.26610
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,1,0,Microlensing,2022,KMTNet,1.620000,6.560,34.96112,,0.27,,-1.82089,359.84241
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1,1,0,Microlensing,2022,KMTNet,2.800000,9.600,66.74397,,0.56,,-1.42605,359.61230
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1,1,0,Microlensing,2022,KMTNet,1.540000,6.200,31.78284,,0.32,,-3.02784,359.97293
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2,1,0,Microlensing,2021,KMTNet,,12.700,2034.10180,,0.62,,-3.73064,1.40867
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,1,0,Microlensing,2023,KMTNet,2.220000,6.910,38.19000,,0.22,,-3.29115,359.33831
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,1,0,Microlensing,2022,KMTNet,2.430000,14.300,143.02278,,0.36,,-3.02894,5.43770
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,1,0,Microlensing,2023,KMTNet,1.750000,13.700,400.46379,,0.38,,1.26803,0.74299
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,1,0,Microlensing,2022,KMTNet,3.140000,1.490,2.81000,,0.80,,-4.09097,358.85814
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1,2,0,Microlensing,2022,KMTNet,1.260000,9.860,69.92225,,0.14,,-2.61394,355.84555
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,1,2,0,Microlensing,2022,KMTNet,0.930000,10.600,79.45710,,0.14,,-2.61394,355.84555
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,1,0,Microlensing,2023,KMTNet,3.540000,13.600,413.17693,,0.63,,2.30259,2.60875
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,1,0,Microlensing,2022,KMTNet,1.520000,4.590,19.05000,,0.24,,-1.08408,0.25345
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,1,0,Microlensing,2022,KMTNet,2.890000,13.600,120.77479,,0.57,,-4.29901,2.09502
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,1,0,Microlensing,2022,KMTNet,2.370000,9.120,61.27000,,0.42,,1.84567,359.78034
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,1,0,Microlensing,2022,KMTNet,2.290000,1.970,4.55000,,0.37,,-2.80007,2.65873
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,1,1,0,Microlensing,2022,KMTNet,0.720000,6.900,38.13941,,0.08,,-2.54313,358.11234
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1,1,0,Microlensing,2022,KMTNet,2.500000,7.710,46.00000,,0.58,,-2.99212,0.36661
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1,1,0,Microlensing,2022,KMTNet,1.900000,14.000,232.01474,,0.48,,1.35250,1.00041
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1,1,0,Microlensing,2023,KMTNet,1.790000,13.800,340.07640,,0.37,,-2.89904,357.85153
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,1,0,Microlensing,2022,KMTNet,1.150000,5.020,22.24799,,0.14,,-2.59670,1.90810
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,1,0,Microlensing,2023,KMTNet,1.850000,13.900,286.04557,,0.20,,-2.26818,1.15451
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,1,0,Microlensing,2023,KMTNet,3.020000,10.900,82.63539,,0.63,,-2.26800,354.62769
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,1,0,Microlensing,2023,KMTNet,1.900000,4.050,15.40000,,0.53,,-4.06358,358.49901
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,1,0,Microlensing,2023,KMTNet,1.380000,12.100,98.52681,,0.18,,1.57062,359.70884
KOI-12 b,KOI-12,1,2,0,Transit,2015,Kepler,0.154000,13.787,349.61300,1.40,1.50,0.626,7.46967,75.49897
KOI-1257 b,KOI-1257,2,1,0,Transit,2014,Kepler,0.382000,10.540,460.83000,1.13,0.99,0.029,13.31738,76.89172
KOI-13 b,KOI-13,3,1,0,Transit,2011,Kepler,0.036410,16.948,2949.46240,1.74,1.72,0.971,16.80645,77.50590
KOI-142 b,KOI-142,1,3,0,Transit,2013,Kepler,0.098000,3.438,9.50000,0.90,0.99,-0.165,11.52808,72.93478
KOI-142 c,KOI-142,1,3,0,Transit,2013,Kepler,0.155250,14.000,214.10000,0.90,0.99,-0.223,11.52808,72.93478
KOI-1599.01,KOI-1599,1,2,0,Transit,2019,Kepler,0.147280,1.900,4.60000,0.97,1.02,0.162,6.67033,75.50723
KOI-1599.02,KOI-1599,1,2,0,Transit,2019,Kepler,0.112293,1.900,9.00000,0.97,1.02,0.162,6.67033,75.50723
KOI-1783.01,KOI-1783,1,2,0,Transit,2020,Kepler,0.513500,8.860,71.00000,1.14,1.08,0.213,15.36009,78.27209
KOI-1783.02,KOI-1783,1,2,0,Transit,2020,Kepler,0.845300,5.440,15.00000,1.14,1.08,0.213,15.36009,78.27209
KOI-1831 d,Kepler-324,1,4,0,Transit,2021,Kepler,0.194900,1.130,2.23000,0.84,0.90,-0.308,18.13155,80.09266
KOI-1833 d,Kepler-968,1,3,0,Transit,2021,Kepler,0.063400,2.580,11.02000,0.67,0.68,-0.763,18.81793,80.34362
KOI-217 b,KOI-217,1,1,0,Transit,2010,Kepler,0.047700,12.442,,0.86,0.95,-0.169,11.63330,79.29221
KOI-3503 b,KOI-3503,1,2,0,Transit,2021,Kepler,0.146200,1.190,9.20000,1.25,0.86,0.300,10.65220,74.58619
KOI-3503 c,KOI-3503,1,2,0,Transit,2021,Kepler,0.191100,1.210,10.36000,1.25,0.86,0.300,10.65220,74.58619
KOI-351 b,KOI-351,1,8,0,Transit,2013,Kepler,0.074000,1.310,2.27000,1.20,1.20,0.269,19.25567,79.26947
KOI-351 c,KOI-351,1,8,0,Transit,2013,Kepler,0.089000,1.190,1.81000,1.20,1.20,0.269,19.25567,79.26947
KOI-351 d,KOI-351,1,8,0,Transit,2013,Kepler,0.320000,2.870,8.60000,1.20,1.20,0.269,19.25567,79.26947
KOI-351 e,KOI-351,1,8,0,Transit,2013,Kepler,0.420000,2.660,7.56000,1.20,1.20,0.269,19.25567,79.26947
KOI-351 f,KOI-351,1,8,0,Transit,2013,Kepler,0.480000,2.880,8.65000,1.20,1.20,0.269,19.25567,79.26947
KOI-351 g,KOI-351,1,8,0,Transit,2013,Kepler,0.710000,8.100,254.26400,1.20,1.20,0.269,19.25567,79.26947
KOI-351 h,KOI-351,1,8,0,Transit,2013,Kepler,1.010000,11.300,381.39600,1.20,1.20,0.269,19.25567,79.26947
KOI-3680 b,KOI-3680,1,1,0,Transit,2018,Kepler,0.534000,11.097,613.41190,0.96,1.01,0.068,12.17757,77.89242
KOI-4777.01,KOI-4777,1,1,0,Transit,2014,Kepler,0.008000,0.510,99.20000,0.40,0.41,-1.640,14.74734,72.95336
KOI-55 b,KOI-55,1,2,0,Orbital Brightness Modulation,2011,Kepler,0.006000,0.759,0.44000,0.20,0.50,1.360,8.23109,75.16120
KOI-55 c,KOI-55,1,2,0,Orbital Brightness Modulation,2011,Kepler,0.007600,0.867,0.65500,0.20,0.50,1.360,8.23109,75.16120
KOI-7368 b,KOI-7368,1,1,0,Transit,2022,Kepler,0.067800,2.220,5.56000,0.87,0.88,-0.316,12.99257,80.62989
KOI-7913 b,KOI-7913 A,2,1,0,Transit,2022,Kepler,0.145600,2.340,6.08000,0.79,0.76,-0.768,16.30536,75.79314
KOI-94 b,KOI-94,2,4,0,Transit,2013,Kepler,0.051190,1.710,10.50000,1.52,1.28,0.479,7.98316,76.22605
KOI-94 c,KOI-94,2,4,0,Transit,2013,Kepler,0.101300,4.320,15.60000,1.52,1.28,0.479,7.98316,76.22605
KOI-94 d,KOI-94,2,4,0,Transit,2013,Kepler,0.168400,11.270,106.00000,1.52,1.28,0.479,7.98316,76.22605
KOI-94 e,KOI-94,2,4,0,Transit,2013,Kepler,0.304600,6.560,35.00000,1.52,1.28,0.479,7.98316,76.22605
KOI-984 b,KOI-984,1,2,0,Transit,2022,Kepler,0.050400,4.300,17.10000,0.82,0.93,-0.324,9.90063,69.40595
KOI-984 c,KOI-984,1,2,0,Transit Timing Variations,2022,Kepler,0.146700,14.100,209.80000,0.82,0.93,-0.324,9.90063,69.40595
KPS-1 b,KPS-1,1,1,0,Transit,2018,Acton Sky Portal Observatory,0.026900,11.545,346.43470,0.91,0.89,-0.353,48.29956,140.12745
Kapteyn c,Kapteyn,1,1,0,Radial Velocity,2014,Multiple Observatories,0.311000,2.540,7.00000,0.29,0.28,-1.793,-35.97592,250.56446
Kepler-10 b,Kepler-10,1,3,0,Transit,2011,Kepler,0.016850,1.470,3.26000,1.06,0.91,0.055,18.81626,80.48988
Kepler-10 c,Kepler-10,1,3,0,Transit,2011,Kepler,0.241000,2.355,11.40000,1.06,0.91,0.055,18.81626,80.48988
Kepler-10 d,Kepler-10,1,3,0,Radial Velocity,2023,Roque de los Muchachos Observatory,0.537900,3.610,12.68000,1.06,0.91,0.053,18.81626,80.48988
Kepler-100 b,Kepler-100,1,3,0,Transit,2014,Kepler,0.072000,1.320,7.34000,1.49,1.08,0.411,11.94515,74.22764
Kepler-100 c,Kepler-100,1,3,0,Transit,2014,Kepler,0.109000,2.200,7.05000,1.49,1.08,0.411,11.94515,74.22764
Kepler-100 d,Kepler-100,1,3,0,Transit,2014,Kepler,0.214300,1.610,3.00000,1.49,1.08,0.411,11.94515,74.22764
Kepler-1000 b,Kepler-1000,1,1,0,Transit,2016,Kepler,0.533700,4.760,20.30000,1.51,1.40,0.715,17.07309,77.65310
Kepler-1001 b,Kepler-1001,1,2,0,Transit,2016,Kepler,0.112900,3.150,10.10000,0.88,0.90,-0.279,17.88434,79.03209
Kepler-1001 c,Kepler-1001,1,2,0,Transit,2020,Kepler,0.084000,1.578,3.11000,0.84,0.93,-0.279,17.88434,79.03209
Kepler-1002 b,Kepler-1002,1,1,0,Transit,2016,Kepler,0.056400,1.710,3.57000,1.57,1.22,0.501,11.30666,75.78378
Kepler-1003 b,Kepler-1003,1,1,0,Transit,2016,Kepler,0.044400,1.780,3.82000,1.17,1.11,0.282,12.78677,77.09295
Kepler-1004 b,Kepler-1004,1,1,0,Transit,2016,Kepler,0.067100,6.280,32.50000,3.39,1.11,0.713,11.79610,83.25836
Kepler-1005 b,Kepler-1005,1,1,0,Transit,2016,Kepler,0.066900,1.500,2.86000,1.06,1.00,0.136,15.91092,73.89280
Kepler-1006 b,Kepler-1006,1,1,0,Transit,2016,Kepler,0.146400,1.540,2.99000,0.74,0.78,-0.400,9.31915,76.22446
Kepler-1007 b,Kepler-1007,1,1,0,Transit,2016,Kepler,0.048000,1.440,2.67000,0.70,0.73,-0.568,10.77201,79.20378
Kepler-1008 b,Kepler-1008,2,1,0,Transit,2016,Kepler,0.095100,1.280,2.18000,0.78,0.81,-0.507,9.96408,78.64493
Kepler-1009 b,Kepler-1009,1,1,0,Transit,2016,Kepler,0.079600,2.170,5.35000,0.57,0.59,-0.987,18.00052,72.29321
Kepler-101 b,Kepler-101,1,2,0,Transit,2014,Kepler,0.047400,5.770,51.10000,1.56,1.17,0.420,19.67348,78.04679
Kepler-101 c,Kepler-101,1,2,0,Transit,2014,Kepler,0.068400,1.250,3.78000,1.56,1.17,0.420,19.67348,78.04679
Kepler-1010 b,Kepler-1010,1,1,0,Transit,2016,Kepler,0.193000,2.320,5.99000,0.82,0.86,-0.412,14.30978,75.54157
Kepler-1011 b,Kepler-1011,1,1,0,Transit,2016,Kepler,0.063300,2.870,8.60000,0.88,0.91,-0.376,10.34778,80.61187
Kepler-1012 b,Kepler-1012,1,1,0,Transit,2016,Kepler,0.058500,1.290,2.21000,0.91,0.95,-0.194,15.17668,77.75547
Kepler-1013 b,Kepler-1013,1,1,0,Transit,2016,Kepler,0.137000,2.150,5.27000,0.76,0.81,-0.531,13.73979,76.13159
Kepler-1014 b,Kepler-1014,1,1,0,Transit,2016,Kepler,0.121000,2.390,6.30000,0.84,0.88,-0.337,16.98722,74.32695
Kepler-1015 b,Kepler-1015,1,1,0,Transit,2016,Kepler,0.139600,3.550,12.30000,1.81,1.49,0.559,11.67457,75.99888
Kepler-1016 b,Kepler-1016,1,2,0,Transit,2016,Kepler,0.030700,2.180,5.39000,1.00,0.99,0.124,11.65065,78.93727
Kepler-1016 c,Kepler-1016,1,2,0,Transit,2016,Kepler,0.438900,3.680,13.10000,1.00,0.99,0.124,11.65065,78.93727
Kepler-1017 b,Kepler-1017,1,1,0,Transit,2016,Kepler,0.070200,1.990,4.62000,0.87,0.93,-0.161,16.65844,69.99200
